freq_hz,s11_db,s21_db
2.730000000000000000e+10,-3.556104956640432846e+01,-1.179788215189647577e-01
2.732000000000000000e+10,-3.555553469456420146e+01,-1.179748680664789579e-01
2.734000000000000000e+10,-3.555031253329123331e+01,-1.179708667294064456e-01
2.736000000000000000e+10,-3.554538066175663857e+01,-1.179668182125489795e-01
2.738000000000000000e+10,-3.554073660155304282e+01,-1.179627232376197904e-01
2.740000000000000000e+10,-3.553637781764315662e+01,-1.179585825354154960e-01
2.742000000000000000e+10,-3.553230171963869566e+01,-1.179543968377427948e-01
2.744000000000000000e+10,-3.552850566332406856e+01,-1.179501668691907423e-01
2.746000000000000000e+10,-3.552498695232999637e+01,-1.179458933395999276e-01
2.748000000000000000e+10,-3.552174283985592496e+01,-1.179415769373167028e-01
2.750000000000000000e+10,-3.551877053033823017e+01,-1.179372183240202099e-01
2.752000000000000000e+10,-3.551606718095201387e+01,-1.179328181312287727e-01
2.754000000000000000e+10,-3.551362990284966514e+01,-1.179283769591973757e-01
2.756000000000000000e+10,-3.551145576203778376e+01,-1.179238953780994692e-01
2.758000000000000000e+10,-3.550954177981597581e+01,-1.179193739321588719e-01
2.760000000000000000e+10,-3.550788493270197677e+01,-1.179148131462443294e-01
2.762000000000000000e+10,-3.550648215180288503e+01,-1.179102135355348246e-01
2.764000000000000000e+10,-3.550533032159804492e+01,-1.179055756175186875e-01
2.766000000000000000e+10,-3.550442627813328045e+01,-1.179008999265192398e-01
2.768000000000000000e+10,-3.550376680663701734e+01,-1.178961870299799763e-01
2.770000000000000000e+10,-3.550334863859944790e+01,-1.178914375464026609e-01
2.772000000000000000e+10,-3.550316844837809782e+01,-1.178866521639275466e-01
2.774000000000000000e+10,-3.550322284940845918e+01,-1.178818316593456400e-01
2.776000000000000000e+10,-3.550350839011198900e+01,-1.178769769164520198e-01
2.778000000000000000e+10,-3.550402154962241497e+01,-1.178720889433757107e-01
2.780000000000000000e+10,-3.550475873344014133e+01,-1.178671688878966395e-01
2.782000000000000000e+10,-3.550571626914953072e+01,-1.178622180503102190e-01
2.784000000000000000e+10,-3.550689040232010285e+01,-1.178572378931412035e-01
2.786000000000000000e+10,-3.550827729271543376e+01,-1.178522300472496925e-01
2.788000000000000000e+10,-3.550987301092654747e+01,-1.178471963139517270e-01
2.790000000000000000e+10,-3.551167353552458650e+01,-1.178421386629131679e-01
2.792000000000000000e+10,-3.551367475082064118e+01,-1.178370592258209670e-01
2.794000000000000000e+10,-3.551587244529478937e+01,-1.178319602858489135e-01
2.796000000000000000e+10,-3.551826231072766404e+01,-1.178268442631023594e-01
2.798000000000000000e+10,-3.552083994206046214e+01,-1.178217136967411871e-01
2.800000000000000000e+10,-3.552360083795469592e+01,-1.178165712240102359e-01
